SMILES,logP
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O,-3.9
CC(C)C1=CC=C(C=C1)CO,2.3
CC(C)C1=CC=C(C=C1)C=O,2.7
C1=C(NC2=C1C(=O)C(=C3C2=C(C=C(N3)C(=O)O)C(=O)O)O)C(=O)O,-0.4
C1=CC(=CC=C1C(C(=O)O)O)O,0.3
CSCC(C(C(=O)COP(=O)(O)O)O)O,-2.4
CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C,8.0
CC(CC(CC(=O)O)N)N,-3.6
COC1=C(C=CC(=C1)C=C)O,2.4
C(C(C(C(COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=O)N1)N,-4.3
CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C,7.3
CC1=CC=CC=C1O,2.0
C(C(=O)O)(NC(=O)N)O,-2.0
CC(=O)C(C(CO)O)O,-2.0
C1=CC=C(C(=C1)C(=O)O)O,2.3
C(CP(=O)(O)O)N,-4.8
CC1=C(C(=CC=C1)O)O,1.8
C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O,1.1
CC1=CC(=CC=C1)O,2.0
C1(C(C(C2C(C1O)OP(=O)(O2)O)O)O)O,-3.8
C1C(C(C(C(=O)C1=O)O)O)O,-2.6
CC(=C(CC(=O)O)C(=O)O)C(=O)O,-0.6
C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,-0.7
C1=CC(=CC(=C1)OC2C(C(C(C(O2)CO)O)O)O)CO,-1.4
C1=CC(=CC=C1O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O,-2.4
C(C1C(C(=O)C(C(O1)O)O)O)O,-2.2
CC(C(C(=O)O)NC(=O)CCCCCCS)OP(=O)(O)O,-0.3
CC(C(C(=O)O)NC(=O)CCCCCCSSCCS(=O)(=O)O)OP(=O)(O)O,-1.1
CC(C(C1=CNC2=C(N1)C(=NC(=N2)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N,-9.9
CC(C(C1=CNC2=C(N1C)C(=NC(=N2)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N,-9.9
C(CC(=O)O)C=CC(=O)C(=O)O,-0.1
C1=CC(=CC=C1C(=O)C(=O)O)O,1.0
CCCCCCCC,3.9
C1=C(C(C=C(C1Cl)Cl)Cl)Cl,3.2
CC(CC(=O)CC(=O)O)N,-3.2
C1=C(C=C(C=C1O)O)O,0.2
CCC(=CCCCC(C)CCOP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O)C,1.5
C1C(CC(=O)C=C1O)O,-0.7
C1=CC=C2C(C(C=CC2=C1)O)O,0.8
C(C=O)N,-1.2
C(C(C(=O)O)N)N,-4.3
CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1.1
CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C,2.0
CC1=C2C=CC(=O)C=C2OC(=C1)O,0.7
C(CCNCCCCN)CN,-0.7
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(O)(O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)NC(=NC2=O)N,-6.7
C1=C(C=C(C(=C1O)O)O)C(=O)O,0.7
C(#CC(=O)O)C(=O)O,0.1
C1=C(C=C(OC1=O)C(=O)O)C(=O)O,-0.2
C(=C(C=C(O)O)C(=O)O)C(=O)C(=O)O,-0.6
C(C(=CC(=O)C(=O)O)C(=O)O)C(=O)O,-1.1
CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C)C)C,19.6
CC(=O)CC(CC(=O)O)O,-1.2
CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C,0.4
C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O,0.3
CCCCCCCC(=O)O,3.0
CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-2.6
CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,-6.7
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O,-4.3
CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C,-1.9
CCCC(C(=O)O)NC(C)C(=O)O,-1.6
C(CCC(=O)O)CCC(=O)O,0.5
CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,2.9
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O,-4.0
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,-6.8
C(CC(C(=O)O)N)CN,-4.4
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O,-6.4
CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)O)C,2.0
C(CC(CC(=O)O)N)CN,-3.7
C(C(C(C(=O)C(C(=O)O)O)O)O)OP(=O)(O)O,-3.9
CCC1=C(C2C=C3C(=C(C(=CC4=C(C(=C(N4)C=C5C(=C(C(=CC1=N2)N5)C(C)SCC(C(=O)NC)N)C)C)CCC(=O)O)N3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N,-3.7
C1=CC=C2C(=C1)C(=CN2)CC(=O)N,0.8
CC(C)[N+](=O)[O-],0.8
C(=CC(=O)O)C(=CC(=O)O)C(=O)O,-0.5
C1=CC=C(C(=C1)C=O)NC=O,1.1
C1C(C(=O)NO1)N,-1.5
S,0.5
C1=CC(=CC=C1N)O,0.0
C(CCNO)CC(C(=O)O)N,-3.0
CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C,7.4
OP(=O)O,-1.6
CN1C(CCC1=O)C2=CN=CC=C2,-0.3
C[N+]1(CCCC1C2=CN=CC=C2)[O-],0.7
CN1CCCC1C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O,-2.9
CN1C(CCC1=O)C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O,-1.6
C1CC(NC1)C2=CN=CC=C2,0.2
C1CC(=O)NC1C2=CN=CC=C2,0.1
CN1C(CC(C1=O)O)C2=CN=CC=C2,-0.9
CN1C(=O)CCC1(C2=CN=CC=C2)O,-0.5
CN1C(CC(C1=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C3=CN=CC=C3,-1.7
C(=CC(=O)O)C(=CC(=O)O)Cl,0.6
C1=CC(C(C=C1)O)O,-0.1
C(C(=O)C=CC(=O)O)C(=O)O,-0.6
CC(C)CCCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C,8.3
C(CCC(=O)O)CC(CCS)S,1.8
C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O,-4.5
CC(=O)CC(C(=O)O)N,-3.7
C(C(C(=O)O)N)C(=O)O,-2.8
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,3.2
C(CC(C(=O)O)NC(CCC(=O)O)C(=O)O)CN=C(N)N,-4.2
CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O,-3.7
C(CN)CN,-1.4
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3N2)CC(C(C(CO)O)O)O,-1.3
CN1CCCC1C2=C[N+](=CC=C2)C,1.3
C[N+]1=CCCC1C2=CN=CC=C2,0.2
CN1CCCC1(C2=CN=CC=C2)O,0.4
C1CC(=O)N(C1C2=CN=CC=C2)CO,-0.4
CNCCCC(=O)C1=CN=CC=C1,0.3
C1=CC(=CN=C1)C(=O)CCC(=O)N,-0.8
CNC(=O)CCC(=O)C1=CN=CC=C1,-0.3
C1=CC(=CN=C1)C(=O)CCC(=O)O,-0.1
C1=CC(=CN=C1)C(CCC(=O)O)O,-0.1
C1=CC(=CN=C1)C=CCC(=O)O,0.8
CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,8.4
CC(CC(=O)O)O,-0.5
C(C(C(C(C(=O)C(=O)O)O)O)O)OP(=O)(O)O,-4.0
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C,3.6
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,3.2
CC(C(C1=CC(=CC=C1)Cl)O)NC(C)(C)C,2.7
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO,2.2
C1=CC(=CC(=C1)Cl)C(=O)O,2.7
C1=CC(=CC(=C1)Cl)C(=O)NCC(=O)O,0.9
CC(CCO)(CC(=O)O)O,-1.0
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,4.0
CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,-6.6
C1(C(C(C(=O)C(C1O)O)O)O)O,-3.3
C(C(C(C(C(CO)O)O)O)O)O,-3.1
CCCCCCCC=O,2.7
CC(C(=O)C1=NC2C(NC1)N=C(NC2=O)N)O,-2.8
C(=O)(C(=O)O)NC(=O)N,-0.7
C[N+]1=CC=CC(=C1)C(=O)N,-0.1
C[S+](C)CCC(C(=O)O)N,-3.0
C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)S)S)OP(=O)(O)O,-2.9
COC1=CC=CC=C1O,1.3
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,7.7
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,7.1
C(CC(C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N,-2.2
C1=CC=C(C=C1)C(=O)NCC(=O)O,0.3
CSCC1C(C(C(O1)OP(=O)(O)O)O)O,-2.3
C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,-3.8
CC(=CCCC(=CCCC(=CCCC(=CC1C(C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)C)C)C,11.6
CC(=CCCC(=CCCC(=CC1C(C1(C)CCC=C(C)CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)C)C,7.9
C(CC(C(=O)O)N)CC(=O)O,-3.1
C(CN)C(C(=O)O)N,-4.6
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,1.5
C1=CC=C(C(=C1)C(=O)CC(=O)C(=O)O)N,1.1
CSCCC(=O)C(=O)O,0.3
CN(C)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,-5.0
CC1C(C(C(C(O1)OP(=O)(O)O)O)O)O,-3.2
CC(CCOP(=O)(O)O)(CC(=O)O)O,-2.1
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O,-8.1
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O,-8.1
CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O,-1.0
C1=CC(=C(C=C1C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)O)O)O,0.5
C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O,-4.3
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,-9.2
C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O,-5.0
C1=C(NC=N1)N,-0.3
C[N+](C)(C)CCOS(=O)(=O)[O-],-0.9
C[N+](C)(C)CCOS(=O)(=O)O,-0.8
CC(C(=O)O)C(=O)O,0.1
C(CC(=O)NC(CSC=O)C(=O)NCC(=O)O)C(C(=O)O)N,-4.3
C(C1C(C(C(C(O1)O)NS(=O)(=O)O)O)O)O,-2.4
C(C=O)P(=O)(O)O,-2.1
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)NC(=NCCCC(C(=O)O)N)N)O)O)O)O)N,-9.5
CSCC1C(C(C(O1)O)O)O,-1.2
C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N,-4.4
CC(=O)NCCCNCCCCN,-0.8
C1C2C(C(S1)CCCCC(=O)N)NC(=O)N2,-0.3
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(=C(C5C(O4)NC6=C(N5)C(=O)N=C(N6)N)S)S)O)O)NC(=NC2=O)N,-6.2
C1CC(=O)NC1C(=O)O,-0.8
C(CC(=O)O)CN=C(N)N,-1.5
CN(C)C(=NCCCC(C(=O)O)N)N,-3.6
C(CCNC(=O)N)CN,-1.1
C(C(=O)NC(=O)N)N,-1.6
C1C(=O)NC=N1,-0.8
C(C1C(C(C(O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)(O)O,-4.4
CC1=CC2=C(C=C1C)N=C3C(=NC(=O)NC3=O)N2,1.1
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC(CO)O)O)O,-5.3
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,-6.8
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N,-10.0
OP1(=O)OP(=O)(OP(=O)(O1)O)O,-3.3
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O,-2.3
C1=CC=C(C=C1)C(=O)CC=CC(=O)C(=O)O,1.4
CC(C(CC(=O)O)C(=O)O)(C(=O)O)O,-1.6
C1=CC(=C(C(=C1)O)O)C(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O,-1.4
CC(C(=O)O)C(CC(=O)O)(C(=O)O)O,-1.4
CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O,-3.2
CC1=C2C(C(C(=N2)C=C3C(C(C(=CC4=C(C(=C(N4)CC5=C(C(=C1N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)N3)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O,0.0
CC12CC(=O)OC13C(C4=C(C(=C(N4)CC5=C(C(=C(N5)C=C6C(C(C(=CC(=N3)C2CCC(=O)O)N6)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)(C)O,-1.0
C(C(C(C(=O)COP(=O)(O)O)O)O)C(=O)O,-3.5
CCCCCCCCCCCCCCCC(C(COP(=O)(O)O)N)O,2.4
CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,-5.9
CC(=O)C12C3=C(C(C(=N3)CC4=C(C(=C(N4)CC5=C(C(C(=N5)C=C(N1)C(C2(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O,-2.0
C(CC(=O)C(=O)O)C=O,-1.0
C(C(=O)C(=O)O)(C(=O)O)O,-1.2
C(C(C(=O)O)O)C(=O)O,-1.3
CC(=O)C12C3=C(C(C(=N3)CC4=NC(CC5=C(C(C(=N5)C=C(N1)C(C2(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C(=C4CCC(=O)O)CC(=O)O)C)(C)CCC(=O)O)CC(=O)O,-2.5
CCC=O,0.6
CC(=O)OCCC(C(=O)O)N,-3.8
C(C(=O)O)OP(=O)(O)O,-2.0
C1C(N(C2=C(N1)NC(=NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,-1.2
CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)N,-8.5
CC12CC3=C(C(C(=N3)C=C4C(C(C(N4)(C5=C(C(C(=CC(=N1)C(=C2CC(=O)O)CCC(=O)O)N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O,-1.6
CC12CC3=C(C(C(=N3)C=C4C(C(C(N4)(C5C(C(C(=CC(=N1)C(=C2CC(=O)O)CCC(=O)O)N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O,-0.9
C1CC1(C(=O)O)N,-2.8
CC1C2=C(C(=C)C(N2)(CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)O)C)C)C(C3CCC(=O)O)(C)CC(=O)O)C)CCC(=O)O,-0.3
CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)O)C)C)C(C3CCC(=O)O)(C)CC(=O)O)(C)C)CCC(=O)O,0.4
CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)N)C)C)C(C3CCC(=O)O)(C)CC(=O)N)(C)C)CCC(=O)O,-0.9
C(#N)O,0.1
C1=CC(=CC=C1C=O)[N+](=O)[O-],1.6
C1=CC(=O)OC1CC(=O)O,-0.2
C1=CC(OC1=O)(CC(=O)O)C(=O)O,-0.7
C(C(=O)O)P(=O)(O)O,-2.0
C1=CC(=C(C=C1CC(=O)O)O)O,0.5
C(C(=CO)C=CC(=O)C(=O)O)C(=O)O,-0.1
C(C(=C(O)O)C=CC(=O)C(=O)O)C(=O)O,-0.2
C(C(C=CC(=O)C(=O)O)C(=O)O)C(=O)O,-0.9
C(C=CC=C(C(=O)O)O)C(=O)O,0.2
C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)(O)OC(CCC(=O)O)(C=O)NC(CC(=O)O)C=O)O)O)O)O)O,-8.1
C(CC(=O)O)C(CC(=O)C(=O)O)O,-1.2
C[N+]1(CCCC1C(=O)[O-])C,1.0
C[N+]1(CCCC1C(=O)O)C,0.4
C(CC(C(=O)O)NC(=O)CCC(=O)O)C=O,-1.6
CN1CCCC1C(=O)O,-1.9
C(CC(=O)C(=O)O)CN=C(N)N,-1.6
C(CC=O)CN=C(N)N,-1.5
C(C(C(C(=O)CO)O)O)C(=O)O,-2.4
CSCCC(=O)C(=O)COP(=O)(O)O,-1.6
CSCCC(=O)C(=CO)O,0.8
CSCCC(=O)O,0.4
C(CCC(=O)O)CCN,-3.0
CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)(O)OC(CCC(=O)O)(C=O)NC(CC(=O)O)C=O)O)O)O)O)O,-7.9
C1=CC=C2C(=C1)C3=CC=CC=C3O2,4.1
C1=CC=C(C(=C1)C2=C(C(=CC=C2)O)O)O,2.5
C1=CC=C(C=C1)C(=CC=CC(=O)C(=O)O)O,1.8
C(CCC(=O)N)CC(CCS)SC(=O)CCC(=O)O,0.7
C(CN(C=O)O)CP(=O)(O)O,-2.2
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,13.5
C1=CC(=C(C=C1C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,-1.3
C1=CC(=CC=C1C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,-0.9
C1=CC(=CC=C1C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)O)O,0.9
C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)[NH3+])O)O)O,-5.6
C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)O)O)O,-5.6
CC(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O,-5.3
CC(=O)NC(CS)C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O,-5.6
CC(=O)NC(CS)C(=O)O,0.4
CC(=O)NC(CSSCC(C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O)NC(=O)C)C(=O)NC3C(C(C(OC3OC4C(C(C(C(C4O)O)O)O)O)CO)O)O,-11.4
CN1C(CCC1=O)C2=C[N+](=CC=C2)C,-0.2
C1=CC=C2C(=C1)C=CC(O2)(C(=O)O)O,1.8
C1=CC=C(C(=C1)C=CC(=O)C(=O)O)O,1.4
CN(CC(=O)O)C(=N)N,-1.2
CN(CC(=O)O)C(=NP(=O)(O)O)N,-2.6
CN1CC(=O)N=C1N,-1.8
C[N+](C)(C)CC=CC(=O)[O-],0.7
C[N+](C)(C)CC=CC(=O)O,0.1
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC[N+](C)(C)C)O,-5.3
CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-4.8
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,-5.6
C(C(C(=O)O)N)S,-2.5
C(C(C(=O)O)N)SSCC(C(=O)O)N,-6.3
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,-2.1
C1=C(NC(=O)N=C1)N,-1.7
C(CS(=O)(=O)O)S,-0.6
C(C(C(=O)O)O)C(=O)C(=O)O,-1.4
C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O,-3.7
CC(C(=O)NC(C)C(=O)O)N,-3.3
CC(C(=O)O)N,-3.0
C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O,-4.3
C(C(C(C(C(C(=O)O)O)O)O)O)O,-3.4
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C[N+](C)(C)C)O)O,-6.3
C1=C(NC=N1)C(C(COP(=O)(O)O)O)O,-3.2
C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,-2.5
C(C(C1C(C(C(=O)O1)O)O)O)O,-2.0
C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O,-6.8
C1(C(C(OC(C1O)O)C(=O)O)O)O,-2.3
C(CC(=O)O)C(C(=O)O)N,-3.7
CC(C(=O)O)O,-0.7
CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,-5.4
C1CC(NC1)C(=O)O,-2.5
C(C(C(C(=O)COP(=O)(O)O)O)O)O,-3.7
C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O,-5.0
C(C(C(=O)O)N)O,-3.1
C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,-4.7
C(C(C(C(=O)CO)O)O)O,-2.6
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O,-3.3
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,-2.2
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,-4.4
C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O,-4.5
C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,-3.4
C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,-5.6
C(C(C(C(CO)O)O)O)C(=O)O,-2.8
C(C(C(C(=O)CC(=O)O)O)O)O,-2.3
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O,-5.3
CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=O)NC2=O)N)C(=N)N,-4.9
C1C(C(C(=O)CC1(C(=O)O)O)O)O,-2.4
CCCCCCCCCCCCCCCC(=O)C(CO)N,5.7
C1CC(N=C(C1)C(=O)O)C(=O)O,-0.2
CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C,16.8
C1C(C(OC1OP(=O)(O)O)CO)O,-2.1
C1C(C(OC1O)COP(=O)(O)O)O,-2.6
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,-0.5
C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,-1.8
C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O,-1.3
C1C(C(OC1N2C=NC3=C2NC=NC3=O)CO)O,-1.7
C1C(C(OC1N2C=CC(=O)NC2=O)CO)O,-1.6
CC(=O)C(C(COP(=O)(O)O)O)O,-3.1
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O,-4.7
CC1C(NC(=O)N1)CCCCCC(=O)O,0.8
